Ahmadnagar,Ahmednagar,Akola,19.53333333,74.03333333,Akole,2016,618.4,14,13.525,Black,5,649,,375.075,0,2848.675,0
Ahmadnagar,Ahmednagar,Akola,19.525,73.925,Rajur,2016,618.4,12,1.625,Black,5,649,,339.375,0,2812.975,0
Ahmadnagar,Bhingar,Jamkhed,18.73333333,75.31666667,Jamkhed,2016,618.4,7,2.95,Black,5,650,,343.85,0,2817.45,0
Ahmadnagar,Deolali Pravara,Karjat,18.64444444,74.89666667,Bhitkewadi,2016,618.4,10,4.45,Black,5,515,,280.85,0,2754.45,0
Ahmadnagar,Deolali Pravara,Karjat,18.51666667,74.98333333,Kolwadi,2016,618.4,7,2.9,Black,5,515,,276.2,0,2749.8,0
Ahmadnagar,Deolali Pravara,Karjat,18.71666667,75.03333333,Mirajgaon2,2016,618.4,14,7.225,Black,5,515,,289.175,0,2762.775,0
Ahmadnagar,Deolali Pravara,Karjat,18.63333333,75.1,Pategaon,2016,618.4,13,2.3725,Black,5,515,,274.6175,0,2748.2175,0
Ahmadnagar,Deolali Pravara,Karjat,18.43333333,74.93333333,Rassin,2016,618.4,10,8.35,Black,5,515,,292.55,0,2766.15,0
Ahmadnagar,Deolali Pravara,Karjat,18.63333333,74.88333333,Walvad,2016,618.4,12,4.825,Black,5,515,,281.975,0,2755.575,0
Ahmadnagar,Ghulewadi,Kopargaon,19.89444444,74.35694444,Kolpewadi,2016,618.4,14,0.0025,Black,5,509,,264.5075,0,2738.1075,0
Ahmadnagar,Ghulewadi,Kopargaon,19.88472222,74.475,Kopergaon-1,2016,618.4,15,10.9125,Black,5,509,,297.2375,0,2770.8375,0
Ahmadnagar,Ghulewadi,Kopargaon,19.95,74.28333333,Manjur,2016,618.4,11,10.92,Black,5,509,,297.26,0,2770.86,0
Ahmadnagar,Ghulewadi,Rahata,19.71666667,74.48333333,Rahata,2016,618.4,15,4.425,Black,5,509,,277.775,0,2751.375,0
